Click here to return to Index,,,,,,,,,
,,,,,,,,,
Asthma Prevalence: Lifetime and current asthma prevalence (and associated 95% confidence intervals) for California and each county  ,,,,,,,,,
,,,,,,,,,
County,Year,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval,Comment
San Diego,2019 2020,Lifetime asthma prevalence,Age group,65+ years,11.40%,(9.4 13.4),14.60%,(13.6 15.5),
San Francisco,2019 2020,Lifetime asthma prevalence,Age group,65+ years,15.70%,(9.2 22.2),14.60%,(13.6 15.5),
San Joaquin,2019 2020,Lifetime asthma prevalence,Age group,65+ years,12.70%,(5.1 20.3),14.60%,(13.6 15.5),
San Luis Obispo,2019 2020,Lifetime asthma prevalence,Age group,65+ years,15.60%,(9.9 21.2),14.60%,(13.6 15.5),
San Mateo,2019 2020,Lifetime asthma prevalence,Age group,65+ years,16.00%,(6.0 26.0),14.60%,(13.6 15.5),
Santa Barbara,2019 2020,Lifetime asthma prevalence,Age group,65+ years,10.50%,(3.9 17.2),14.60%,(13.6 15.5),
Santa Clara,2019 2020,Lifetime asthma prevalence,Age group,65+ years,19.90%,(14.2 25.6),14.60%,(13.6 15.5),
Santa Cruz,2019 2020,Lifetime asthma prevalence,Age group,65+ years,9.30%,(6.0 12.6),14.60%,(13.6 15.5),
Shasta,2019 2020,Lifetime asthma prevalence,Age group,65+ years,11.60%,(7.1 16.0),14.60%,(13.6 15.5),
Sierra,2019 2020,Lifetime asthma prevalence,Age group,65+ years,12.30%,(7.9 16.8),14.60%,(13.6 15.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Siskiyou,2019 2020,Lifetime asthma prevalence,Age group,65+ years,12.30%,(7.9 16.8),14.60%,(13.6 15.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Solano,2019 2020,Lifetime asthma prevalence,Age group,65+ years,28.60%,(19.6 37.7),14.60%,(13.6 15.5),
Sonoma,2019 2020,Lifetime asthma prevalence,Age group,65+ years,20.00%,(12.4 27.5),14.60%,(13.6 15.5),
Stanislaus,2019 2020,Lifetime asthma prevalence,Age group,65+ years,13.80%,(6.0 21.6),14.60%,(13.6 15.5),
Sutter,2019 2020,Lifetime asthma prevalence,Age group,65+ years,11.70%,(7.6 15.8),14.60%,(13.6 15.5),
Tehama,2019 2020,Lifetime asthma prevalence,Age group,65+ years,15.60%,(9.8 21.3),14.60%,(13.6 15.5),"Colusa, Glenn, and Tehama counties combined for analysis."
Trinity,2019 2020,Lifetime asthma prevalence,Age group,65+ years,12.30%,(7.9 16.8),14.60%,(13.6 15.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2019 2020,Lifetime asthma prevalence,Age group,65+ years,14.70%,(6.5 22.9),14.60%,(13.6 15.5),
Tuolumne,2019 2020,Lifetime asthma prevalence,Age group,65+ years,22.40%,(16.2 28.6),14.60%,(13.6 15.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2019 2020,Lifetime asthma prevalence,Age group,65+ years,10.50%,(6.5 14.5),14.60%,(13.6 15.5),
Yolo,2019 2020,Lifetime asthma prevalence,Age group,65+ years,17.80%,(11.0 24.6),14.60%,(13.6 15.5),
Yuba,2019 2020,Lifetime asthma prevalence,Age group,65+ years,20.10%,(12.7 27.5),14.60%,(13.6 15.5),
Alameda,2019 2020,Current asthma prevalence,Total population,All ages,7.50%,(5.7 9.3),8.70%,(8.3 9.1),
Alpine,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Amador,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Butte,2019 2020,Current asthma prevalence,Total population,All ages,13.30%,(9.1 17.6),8.70%,(8.3 9.1),
Calaveras,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Colusa,2019 2020,Current asthma prevalence,Total population,All ages,11.50%,(7.8 15.2),8.70%,(8.3 9.1),"Colusa, Glenn, and Tehama counties combined for analysis."
Contra Costa,2019 2020,Current asthma prevalence,Total population,All ages,8.70%,(5.9 11.5),8.70%,(8.3 9.1),
Del Norte,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
El Dorado,2019 2020,Current asthma prevalence,Total population,All ages,8.80%,(5.6 11.9),8.70%,(8.3 9.1),
Fresno,2019 2020,Current asthma prevalence,Total population,All ages,12.80%,(9.7 15.9),8.70%,(8.3 9.1),
Glenn,2019 2020,Current asthma prevalence,Total population,All ages,11.50%,(7.8 15.2),8.70%,(8.3 9.1),"Colusa, Glenn, and Tehama counties combined for analysis."
Humboldt,2019 2020,Current asthma prevalence,Total population,All ages,10.30%,(7.3 13.3),8.70%,(8.3 9.1),
Imperial,2019 2020,Current asthma prevalence,Total population,All ages,10.60%,(7.3 14.0),8.70%,(8.3 9.1),
Inyo,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Kern,2019 2020,Current asthma prevalence,Total population,All ages,9.00%,(6.9 11.1),8.70%,(8.3 9.1),
Kings,2019 2020,Current asthma prevalence,Total population,All ages,12.80%,(8.8 16.7),8.70%,(8.3 9.1),
Lake,2019 2020,Current asthma prevalence,Total population,All ages,11.70%,(7.4 16.0),8.70%,(8.3 9.1),
Lassen,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Los Angeles,2019 2020,Current asthma prevalence,Total population,All ages,8.70%,(7.8 9.6),8.70%,(8.3 9.1),
Madera,2019 2020,Current asthma prevalence,Total population,All ages,13.70%,(8.6 18.8),8.70%,(8.3 9.1),
Marin,2019 2020,Current asthma prevalence,Total population,All ages,10.70%,(8.1 13.4),8.70%,(8.3 9.1),
Mariposa,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Mendocino,2019 2020,Current asthma prevalence,Total population,All ages,9.80%,(5.6 14.1),8.70%,(8.3 9.1),
Merced,2019 2020,Current asthma prevalence,Total population,All ages,14.70%,(9.1 20.3),8.70%,(8.3 9.1),
Modoc,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Mono,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Monterey,2019 2020,Current asthma prevalence,Total population,All ages,8.30%,(5.4 11.2),8.70%,(8.3 9.1),
Napa,2019 2020,Current asthma prevalence,Total population,All ages,14.10%,(4.7 23.6),8.70%,(8.3 9.1),
Nevada,2019 2020,Current asthma prevalence,Total population,All ages,6.00%,(4.2 7.9),8.70%,(8.3 9.1),
Orange,2019 2020,Current asthma prevalence,Total population,All ages,7.90%,(6.6 9.2),8.70%,(8.3 9.1),
Placer,2019 2020,Current asthma prevalence,Total population,All ages,10.00%,(6.7 13.3),8.70%,(8.3 9.1),
Plumas,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Riverside,2019 2020,Current asthma prevalence,Total population,All ages,7.30%,(6.0 8.7),8.70%,(8.3 9.1),
Sacramento,2019 2020,Current asthma prevalence,Total population,All ages,9.90%,(7.5 12.2),8.70%,(8.3 9.1),
San Benito,2019 2020,Current asthma prevalence,Total population,All ages,10.90%,(3.3 18.4),8.70%,(8.3 9.1),
San Bernardino,2019 2020,Current asthma prevalence,Total population,All ages,6.70%,(5.1 8.3),8.70%,(8.3 9.1),
San Diego,2019 2020,Current asthma prevalence,Total population,All ages,7.20%,(6.2 8.3),8.70%,(8.3 9.1),
San Francisco,2019 2020,Current asthma prevalence,Total population,All ages,8.10%,(5.6 10.6),8.70%,(8.3 9.1),
San Joaquin,2019 2020,Current asthma prevalence,Total population,All ages,9.20%,(6.3 12.2),8.70%,(8.3 9.1),
San Luis Obispo,2019 2020,Current asthma prevalence,Total population,All ages,5.70%,(3.3 8.0),8.70%,(8.3 9.1),
San Mateo,2019 2020,Current asthma prevalence,Total population,All ages,11.00%,(8.0 14.0),8.70%,(8.3 9.1),
Santa Barbara,2019 2020,Current asthma prevalence,Total population,All ages,4.30%,(2.1 6.5),8.70%,(8.3 9.1),
Santa Clara,2019 2020,Current asthma prevalence,Total population,All ages,7.50%,(6.0 9.1),8.70%,(8.3 9.1),
Santa Cruz,2019 2020,Current asthma prevalence,Total population,All ages,7.40%,(4.1 10.8),8.70%,(8.3 9.1),
Shasta,2019 2020,Current asthma prevalence,Total population,All ages,14.40%,(8.5 20.3),8.70%,(8.3 9.1),
Sierra,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Siskiyou,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Solano,2019 2020,Current asthma prevalence,Total population,All ages,14.80%,(9.2 20.4),8.70%,(8.3 9.1),
Sonoma,2019 2020,Current asthma prevalence,Total population,All ages,11.90%,(8.3 15.4),8.70%,(8.3 9.1),
Stanislaus,2019 2020,Current asthma prevalence,Total population,All ages,10.90%,(7.8 14.1),8.70%,(8.3 9.1),
Sutter,2019 2020,Current asthma prevalence,Total population,All ages,9.00%,(5.7 12.2),8.70%,(8.3 9.1),
Tehama,2019 2020,Current asthma prevalence,Total population,All ages,11.50%,(7.8 15.2),8.70%,(8.3 9.1),"Colusa, Glenn, and Tehama counties combined for analysis."
Trinity,2019 2020,Current asthma prevalence,Total population,All ages,8.00%,(5.5 10.6),8.70%,(8.3 9.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2019 2020,Current asthma prevalence,Total population,All ages,15.50%,(12.3 18.6),8.70%,(8.3 9.1),
Tuolumne,2019 2020,Current asthma prevalence,Total population,All ages,6.90%,(4.1 9.7),8.70%,(8.3 9.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2019 2020,Current asthma prevalence,Total population,All ages,7.00%,(5.1 8.8),8.70%,(8.3 9.1),
Yolo,2019 2020,Current asthma prevalence,Total population,All ages,15.50%,(8.3 22.6),8.70%,(8.3 9.1),
Yuba,2019 2020,Current asthma prevalence,Total population,All ages,11.40%,(7.7 15.2),8.70%,(8.3 9.1),
Alameda,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,6.00%,(2.3 9.6),7.40%,(6.6 8.2),
Alpine,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Amador,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Butte,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,28.60%,(13.1 44.0),7.40%,(6.6 8.2),
Calaveras,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Colusa,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,10.80%,(2.2 19.5),7.40%,(6.6 8.2),"Colusa, Glenn, and Tehama counties combined for analysis."
Contra Costa,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,4.20%,(0.2 8.2),7.40%,(6.6 8.2),
Del Norte,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
El Dorado,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Fresno,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,10.40%,(4.5 16.4),7.40%,(6.6 8.2),
Glenn,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,10.80%,(2.2 19.5),7.40%,(6.6 8.2),"Colusa, Glenn, and Tehama counties combined for analysis."
Humboldt,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,10.00%,(0.9 19.1),7.40%,(6.6 8.2),
Imperial,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,7.50%,(0.3 14.7),7.40%,(6.6 8.2),
Inyo,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Kern,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Kings,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,14.70%,(6.3 23.1),7.40%,(6.6 8.2),
Lake,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,8.90%,(1.6 16.3),7.40%,(6.6 8.2),
Lassen,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Los Angeles,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,8.30%,(6.2 10.4),7.40%,(6.6 8.2),
Madera,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,12.30%,(0.3 24.2),7.40%,(6.6 8.2),
Marin,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,11.40%,(4.4 18.4),7.40%,(6.6 8.2),
Mariposa,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Mendocino,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Merced,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,9.80%,(0.2 19.3),7.40%,(6.6 8.2),
Modoc,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Mono,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Monterey,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,6.00%,(2.3 9.6),7.40%,(6.6 8.2),
Napa,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Nevada,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Orange,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,8.40%,(5.6 11.2),7.40%,(6.6 8.2),
Placer,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,6.80%,(0.3 13.2),7.40%,(6.6 8.2),
Plumas,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Riverside,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,7.10%,(3.4 10.8),7.40%,(6.6 8.2),
Sacramento,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,7.60%,(3.3 11.9),7.40%,(6.6 8.2),
San Benito,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
San Bernardino,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,5.50%,(1.4 9.5),7.40%,(6.6 8.2),
San Diego,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,5.90%,(3.8 8.0),7.40%,(6.6 8.2),
San Francisco,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,8.40%,(4.6 12.2),7.40%,(6.6 8.2),
San Joaquin,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,10.60%,(3.4 17.8),7.40%,(6.6 8.2),
San Luis Obispo,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
San Mateo,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,8.90%,(2.1 15.8),7.40%,(6.6 8.2),
Santa Barbara,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Santa Clara,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,6.20%,(1.9 10.5),7.40%,(6.6 8.2),
Santa Cruz,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Shasta,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Sierra,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Siskiyou,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Solano,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,Not available,Not available,7.40%,(6.6 8.2),County prevalence not available due to small number of survey responses.
Sonoma,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,6.00%,(0.2 11.8),7.40%,(6.6 8.2),
Stanislaus,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,14.90%,(6.7 23.0),7.40%,(6.6 8.2),
Sutter,2019 2020,Current asthma prevalence,Child vs. adult,0 17 years,4.00%,(0.7 7.4),7.40%,(6.6 8.2),
